file,subject,tags,licence,attribution,source_url
london-street-u2.jpg,,london;uk;street;city;urban,unsplash,Photo by Dmitry Vechorko on Unsplash,https://unsplash.com/photos/people-walking-on-street-between-high-rise-buildings-during-daytime-uznoNqB5KyQ
london-street-u3.jpg,,london;uk;street;city;urban,unsplash,Photo by Mihai Halmi-Nistor on Unsplash,https://unsplash.com/photos/cars-parked-on-the-side-of-the-road-near-beige-concrete-building-during-daytime-12cghPPhSf8
city-london-u3.jpg,,london;city;uk;finance;skyline;canary,unsplash,Photo by Krists Luhaers on Unsplash,https://unsplash.com/photos/people-walking-on-street-near-red-double-deck-buses-GZ2CI0Dd6WU
commute-london-u3.jpg,,commute;london;uk;travel;work;tube,unsplash,Photo by Nelson Ndongala on Unsplash,https://unsplash.com/photos/train-in-subway-u7e_vZo0L9Q
office-open-u1-2.jpg,,office;work;team;desk;hybrid;rto,unsplash,Photo by Jose Losada on Unsplash,https://unsplash.com/photos/black-and-brown-chairs-and-tables-DyFjxmHt3Es
office-open-u2-2.jpg,,office;work;team;desk;hybrid;rto,unsplash,Photo by Eduardo Alexandre on Unsplash,https://unsplash.com/photos/white-and-blue-office-rolling-chairs-r7V-18Zr_OY
office-open-u3-2.jpg,,office;work;team;desk;hybrid;rto,unsplash,Photo by Mike Von on Unsplash,https://unsplash.com/photos/a-room-filled-with-furniture-and-a-large-window-2hzL3NMOozs
office-open-w1.jpg,,office;work;team;desk;hybrid;rto,unsplash,Photo by LYCS Architecture on Unsplash,https://unsplash.com/photos/three-people-collaborating-in-open-office-U2BI3GMnSSE
office-open-w2.jpg,,office;work;team;desk;hybrid;rto,unsplash,Photo by Arlington Research on Unsplash,https://unsplash.com/photos/people-working-at-desks-in-open-office-kN_kViDchA0
office-open-w3.jpg,,office;work;team;desk;hybrid;rto,unsplash,Photo by kate.sade on Unsplash,https://unsplash.com/photos/empty-black-rolling-chairs-at-cubicles-2zZp12ChxhU
office-open-w4.jpg,,office;work;team;desk;hybrid;rto,unsplash,Photo by Alex Kotliarskyi on Unsplash,https://unsplash.com/photos/people-doing-office-works-QBpZGqEMsKg
meeting-room-u2-2.jpg,,meeting;team;work;office;discussion,unsplash,Photo by Priscilla Du Preez 🇨🇦 on Unsplash,https://unsplash.com/photos/two-people-sitting-at-a-table-with-laptops-nNMBa7Y1Ymk
meeting-room-u3-2.jpg,,meeting;team;work;office;discussion,unsplash,Photo by Muhammad Faiz Zulkeflee on Unsplash,https://unsplash.com/photos/two-businessmen-looking-at-phone-in-office-alw-CwGFmwQ
meeting-room-w1.jpg,,meeting;team;work;office;discussion,unsplash,Photo by Dylan Gillis on Unsplash,https://unsplash.com/photos/people-sitting-on-chair-in-front-of-table-while-holding-pens-during-daytime-KdeqA3aTnBY
meeting-room-w2.jpg,,meeting;team;work;office;discussion,unsplash,Photo by Rodeo Project Management Software on Unsplash,https://unsplash.com/photos/people-sitting-on-chair-inside-building-ONe-snuCaqQ
meeting-room-w4.jpg,,meeting;team;work;office;discussion,unsplash,Photo by Christina @ wocintechchat.com M on Unsplash,https://unsplash.com/photos/group-of-people-sitting-beside-rectangular-wooden-table-with-laptops-faEfWCdOKIg
laptop-desk-u1-2.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by Austin Poon on Unsplash,https://unsplash.com/photos/macbook-pro-JO_S6ewBqAk
laptop-desk-u2-2.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by solidpixels. on Unsplash,https://unsplash.com/photos/a-laptop-computer-sitting-on-top-of-a-wooden-table-iq2RzBMj-Wg
laptop-desk-u3-2.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by Yen Vu on Unsplash,https://unsplash.com/photos/desk-with-laptop-books-and-papers-at-night-UlHSF20AHu0
laptop-desk-w1.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by Andrew Neel on Unsplash,https://unsplash.com/photos/macbook-pro-white-ceramic-mugand-black-smartphone-on-table-cckf4TsHAuw
laptop-desk-w2.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by Mikey Harris on Unsplash,https://unsplash.com/photos/macbook-pro-on-brown-wooden-table-kw0z6RyvC0s
laptop-desk-w3.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by NordWood Themes on Unsplash,https://unsplash.com/photos/macbook-pro-BJx8whKXCgc
laptop-desk-w4.jpg,,laptop;work;focus;desk;writing;admin,unsplash,Photo by Flipsnack on Unsplash,https://unsplash.com/photos/a-laptop-and-a-mug-on-a-table-7oOnC_wbiFo
whiteboard-u1-2.jpg,,whiteboard;training;workshop;team;session;planning,unsplash,Photo by kaffie.co on Unsplash,https://unsplash.com/photos/a-man-writing-on-a-wall-with-a-marker-DJb2MdMuzbU
whiteboard-u2-2.jpg,,whiteboard;training;workshop;team;session;planning,unsplash,Photo by ThisisEngineering on Unsplash,https://unsplash.com/photos/man-in-black-shirt-writing-on-white-board--68PdYVLh3U
whiteboard-u3-2.jpg,,whiteboard;training;workshop;team;session;planning,unsplash,Photo by ThisisEngineering on Unsplash,https://unsplash.com/photos/woman-in-black-long-sleeve-shirt-holding-pen-writing-on-white-paper-fgdmH3iqvMw
whiteboard-w1.jpg,,whiteboard;training;workshop;team;session;planning,unsplash,Photo by Kvalifik on Unsplash,https://unsplash.com/photos/person-writing-on-glass-whiteboard-with-diagrams-5Q07sS54D0Q
whiteboard-w2.jpg,,whiteboard;training;workshop;team;session;planning,unsplash,Photo by Jeswin Thomas on Unsplash,https://unsplash.com/photos/woman-in-white-and-red-polka-dot-long-sleeve-shirt-2Q3Ivd-HsaM
whiteboard-w3.jpg,,whiteboard;training;workshop;team;session;planning,unsplash,Photo by ThisisEngineering on Unsplash,https://unsplash.com/photos/woman-in-black-shirt-holding-white-smartphone-DbLlKd8u2Rw
coworking-w1.jpg,,office;startup;desk;work;hybrid,unsplash,Photo by Shridhar Gupta on Unsplash,https://unsplash.com/photos/people-sitting-in-front-of-computer-monitors-dZxQn4VEv2M
coworking-w2.jpg,,office;startup;desk;work;hybrid,unsplash,Photo by Rodeo Project Management Software on Unsplash,https://unsplash.com/photos/black-wooden-table-and-chairs-PYqzYhTNjho
coworking-w3.jpg,,office;startup;desk;work;hybrid,unsplash,Photo by Nastuh Abootalebi on Unsplash,https://unsplash.com/photos/hallway-between-glass-panel-doors-yWwob8kwOCk
video-call-w1.jpg,,remote;call;meeting;hybrid;screen,unsplash,Photo by Chris Montgomery on Unsplash,https://unsplash.com/photos/macbook-pro-displaying-group-of-people-smgTvepind4
video-call-w2.jpg,,remote;call;meeting;hybrid;screen,unsplash,Photo by Helena Lopes on Unsplash,https://unsplash.com/photos/woman-in-black-long-sleeve-shirt-holding-white-ceramic-mug-_SzvRwdFo6o
video-call-w3.jpg,,remote;call;meeting;hybrid;screen,unsplash,Photo by Bluestonex on Unsplash,https://unsplash.com/photos/woman-using-a-laptop-with-video-conference-on-screen-a8coCLg6O-U
colleagues-w1.jpg,,team;talking;office;culture;people,unsplash,Photo by LinkedIn Sales Solutions on Unsplash,https://unsplash.com/photos/two-women-sitting-at-a-table-looking-at-a-computer-screen-46bom4lObsA
colleagues-w2.jpg,,team;talking;office;culture;people,unsplash,Photo by Vitaly Gariev on Unsplash,https://unsplash.com/photos/a-man-and-a-woman-sitting-at-a-table-looking-at-a-laptop-YuO3d4XS6yw
colleagues-w3.jpg,,team;talking;office;culture;people,unsplash,Photo by LinkedIn Sales Solutions on Unsplash,https://unsplash.com/photos/women-talking-at-office-standing-desk-qbDiSp5IqxA
presenting-w1.jpg,,presentation;training;team;session;speaking,unsplash,Photo by Austin Distel on Unsplash,https://unsplash.com/photos/three-men-sitting-while-using-laptops-and-watching-man-beside-whiteboard-wD1LRb9OeEo
presenting-w2.jpg,,presentation;training;team;session;speaking,unsplash,Photo by Campaign Creators on Unsplash,https://unsplash.com/photos/man-standing-in-front-of-people-sitting-beside-table-with-laptop-computers-gMsnXqILjp4
presenting-w3.jpg,,presentation;training;team;session;speaking,unsplash,Photo by Austin Distel on Unsplash,https://unsplash.com/photos/man-standing-in-front-of-group-of-men-rxpThOwuVgE
office-corridor-w1.jpg,,office;building;corridor;workplace,unsplash,Photo by Craig Lovelidge on Unsplash,https://unsplash.com/photos/a-hallway-with-glass-walls-and-a-clock-on-the-wall--2Khf-1qoCA
office-corridor-w2.jpg,,office;building;corridor;workplace,unsplash,Photo by Petr on Unsplash,https://unsplash.com/photos/white-hallway-with-glass-windows-5shl-NRhPyc
office-night-u2-2.jpg,,office;night;empty;work;hours;quiet,unsplash,Photo by Rubén Rodriguez on Unsplash,https://unsplash.com/photos/black-wooden-writing-desk-chair-inside-room-IXTvnOOSTyU
office-night-w1.jpg,,office;night;empty;work;hours;quiet,unsplash,Photo by Bernd 📷 Dittrich on Unsplash,https://unsplash.com/photos/an-office-with-a-lot-of-desks-and-chairs-pYlBAu3de0w
office-night-w2.jpg,,office;night;empty;work;hours;quiet,unsplash,Photo by Raj Rana on Unsplash,https://unsplash.com/photos/chairs-beside-table-zCQsBI7ZltQ
warehouse-u1-2.jpg,,warehouse;logistics;operations;sme;industry,unsplash,Photo by Ruchindra Gunasekara on Unsplash,https://unsplash.com/photos/large-warhause-GK8x_XCcDZg
warehouse-u2-2.jpg,,warehouse;logistics;operations;sme;industry,unsplash,Photo by Arno Senoner on Unsplash,https://unsplash.com/photos/warehouse-shelving-with-stacked-boxes-yqu6tJkSQ_k
warehouse-w1.jpg,,warehouse;logistics;operations;sme;industry,unsplash,Photo by CHUTTERSNAP on Unsplash,https://unsplash.com/photos/brown-cardboard-boxes-on-white-metal-rack-BNBA1h-NgdY
warehouse-w2.jpg,,warehouse;logistics;operations;sme;industry,unsplash,Photo by Adrian Sulyok on Unsplash,https://unsplash.com/photos/yellow-and-white-plastic-box-lot-sczNLg6rrhQ
warehouse-w3.jpg,,warehouse;logistics;operations;sme;industry,unsplash,Photo by Alberto Rodríguez on Unsplash,https://unsplash.com/photos/a-large-warehouse-filled-with-lots-of-boxes--aCrA9FmT8Y
shop-floor-u1-2.jpg,,retail;shop;sme;service;counter;owner,unsplash,Photo by qyy qyyy on Unsplash,https://unsplash.com/photos/elderly-man-smoking-inside-a-small-convenience-store-BsfyYthzrgs
shop-floor-u2-2.jpg,,retail;shop;sme;service;counter;owner,unsplash,Photo by Muhammad-Taha Ibrahim on Unsplash,https://unsplash.com/photos/man-in-blue-shirt-standing-in-a-small-shop-iLv6fkrr6Jk
shop-floor-w1.jpg,,retail;shop;sme;service;counter;owner,unsplash,Photo by Remy  Baudouin on Unsplash,https://unsplash.com/photos/woman-leaning-on-pink-desk-IxgPCAUSaOM
shop-floor-w2.jpg,,retail;shop;sme;service;counter;owner,unsplash,Photo by Ali Mkumbwa on Unsplash,https://unsplash.com/photos/a-woman-sitting-at-a-counter-in-a-store-EOkN2pRjFsg
shop-floor-w3.jpg,,retail;shop;sme;service;counter;owner,unsplash,Photo by Ali Mkumbwa on Unsplash,https://unsplash.com/photos/a-man-standing-outside-of-a-store-with-his-arms-crossed-r0kv1S72CPw
construction-u1-2.jpg,,construction;trades;site;sme;industry;build,unsplash,Photo by Jacek Dylag on Unsplash,https://unsplash.com/photos/gray-metal-building-frame-near-tower-crane-during-daytime-nhCPOp4A2Xo
construction-w1.jpg,,construction;trades;site;sme;industry;build,unsplash,Photo by Etienne Girardet on Unsplash,https://unsplash.com/photos/two-men-working-sgYamIzhAhg
construction-w2.jpg,,construction;trades;site;sme;industry;build,unsplash,Photo by Frames For Your Heart on Unsplash,https://unsplash.com/photos/yellow-crane-near-building-during-daytime-VoI2jd75M6Q
construction-w3.jpg,,construction;trades;site;sme;industry;build,unsplash,Photo by Glenov Brankovic on Unsplash,https://unsplash.com/photos/a-group-of-men-standing-on-top-of-a-construction-site-DWp5nUqTn6E
trades-w1.jpg,,trades;van;tools;sme;plumber;electrician,unsplash,Photo by Oleg on Unsplash,https://unsplash.com/photos/hard-hat-and-tools-in-container-qIgG4sprA1s
clinic-u2-2.jpg,,clinic;health;reception;service;admin;nhs,unsplash,Photo by Greg Rosenke on Unsplash,https://unsplash.com/photos/green-and-white-sofa-chair-ZhCOcbnvSvU
clinic-w1.jpg,,clinic;health;reception;service;admin;nhs,unsplash,Photo by Martha Dominguez de Gouveia on Unsplash,https://unsplash.com/photos/hospital-lobby-reception-with-signage-nMyM7fxpokE
clinic-w2.jpg,,clinic;health;reception;service;admin;nhs,unsplash,Photo by smallbox on Unsplash,https://unsplash.com/photos/brown-and-white-padded-armchairs-FFA8yd4OynY
hospitality-w1.jpg,,hospitality;kitchen;restaurant;sme;service,unsplash,Photo by Pylyp Sukhenko on Unsplash,https://unsplash.com/photos/chef-chopping-vegetables-in-restaurant-kitchen-y-XZf_TNRms
hospitality-w2.jpg,,hospitality;kitchen;restaurant;sme;service,unsplash,Photo by Daniel Bradley on Unsplash,https://unsplash.com/photos/man-holding-white-menu-y_WDEY9e6mA
factory-w1.jpg,,factory;manufacturing;industry;production;sme,unsplash,Photo by Homa Appliances on Unsplash,https://unsplash.com/photos/a-large-machine-in-a-large-building-pWUyHVJgLhg
factory-w2.jpg,,factory;manufacturing;industry;production;sme,unsplash,Photo by Lalit Kumar on Unsplash,https://unsplash.com/photos/industrial-textile-factory-with-machinery-and-pipes-HpPmiduLDC0
factory-w3.jpg,,factory;manufacturing;industry;production;sme,unsplash,Photo by Simon Kadula on Unsplash,https://unsplash.com/photos/a-factory-filled-with-lots-of-orange-machines-8gr6bObQLOI
paperwork-u1-2.jpg,,admin;paperwork;finance;desk;forms;accounts,unsplash,Photo by Alexander Grey on Unsplash,https://unsplash.com/photos/pile-of-printing-papers-tn57JI3CewI
paperwork-w1.jpg,,admin;paperwork;finance;desk;forms;accounts,unsplash,Photo by Kelly Sikkema on Unsplash,https://unsplash.com/photos/black-android-smartphone-near-ballpoint-pen-tax-withholding-certificate-on-top-of-white-folder-M98NRBuzbpc
paperwork-w2.jpg,,admin;paperwork;finance;desk;forms;accounts,unsplash,Photo by Kelly Sikkema on Unsplash,https://unsplash.com/photos/person-holding-paper-near-pen-and-calculator-xoU52jUVUXA
paperwork-w3.jpg,,admin;paperwork;finance;desk;forms;accounts,unsplash,Photo by Dimitri Karastelev on Unsplash,https://unsplash.com/photos/a-woman-sitting-at-a-table-with-lots-of-papers-ZH4FUYiaczY
legal-w1.jpg,,legal;law;solicitor;contract;professional,unsplash,Photo by Vitaly Gariev on Unsplash,https://unsplash.com/photos/business-people-signing-a-contract-at-a-table-iPheGw7_UaI
legal-w2.jpg,,legal;law;solicitor;contract;professional,unsplash,Photo by Mateus Campos Felipe on Unsplash,https://unsplash.com/photos/person-using-black-laptop-computer-n4CLHNL5n6Y
property-w1.jpg,,property;estate;housing;sme;sales,unsplash,Photo by Tierra Mallorca on Unsplash,https://unsplash.com/photos/white-and-red-wooden-house-miniature-on-brown-table-rgJ1J8SDEAY
property-w2.jpg,,property;estate;housing;sme;sales,unsplash,Photo by Towfiqu barbhuiya on Unsplash,https://unsplash.com/photos/man-holding-model-house-at-desk-with-calculator-05XcCfTOzN4
training-room-u2-2.jpg,,training;classroom;learning;adults;session;course,unsplash,Photo by Maccy on Unsplash,https://unsplash.com/photos/people-sitting-inside-room-DJsbfCjhnJ4
training-room-w1.jpg,,training;classroom;learning;adults;session;course,unsplash,Photo by Quilia on Unsplash,https://unsplash.com/photos/a-group-of-people-in-a-room-with-a-projector-screen-1-aA2Fadydc
training-room-w2.jpg,,training;classroom;learning;adults;session;course,unsplash,Photo by Taylor Flowe on Unsplash,https://unsplash.com/photos/boy-in-black-hoodie-sitting-on-chair-4nKOEAQaTgA
training-room-w3.jpg,,training;classroom;learning;adults;session;course,unsplash,Photo by Sam Balye on Unsplash,https://unsplash.com/photos/people-sitting-on-chair-w1FwDvIreZU
interview-w1.jpg,,hiring;interview;recruitment;jobs;hr,unsplash,Photo by Christina @ wocintechchat.com M on Unsplash,https://unsplash.com/photos/two-women-sitting-on-chair-eF7HN40WbAQ
interview-w2.jpg,,hiring;interview;recruitment;jobs;hr,unsplash,Photo by Mina Rad on Unsplash,https://unsplash.com/photos/a-man-and-a-woman-shaking-hands-in-front-of-a-laptop-qFSQFSmfZkA
london-street-w1.jpg,,london;uk;street;city;urban,unsplash,Photo by Bryan Brittos on Unsplash,https://unsplash.com/photos/two-red-double-decker-buses-driving-down-a-street-9nSySbY9DUI
london-street-w2.jpg,,london;uk;street;city;urban,unsplash,Photo by Jacob Smith on Unsplash,https://unsplash.com/photos/a-red-double-decker-bus-driving-down-a-busy-street-LcuBRr7pRCc
london-street-w3.jpg,,london;uk;street;city;urban,unsplash,Photo by Jac Alexandru on Unsplash,https://unsplash.com/photos/people-walking-on-street-between-red-concrete-buildings-during-daytime-kooPVkscUws
city-london-u1-2.jpg,,london;city;uk;finance;skyline;canary,unsplash,Photo by Luke Stackpoole on Unsplash,https://unsplash.com/photos/big-ben-tower-mOEqOtmuPG8
city-london-u2-2.jpg,,london;city;uk;finance;skyline;canary,unsplash,Photo by David Vincent on Unsplash,https://unsplash.com/photos/low-angle-photography-of-high-rise-buildings-ehNnrwro1qI
city-london-w1.jpg,,london;city;uk;finance;skyline;canary,unsplash,Photo by Dan Lynn on Unsplash,https://unsplash.com/photos/a-bridge-with-a-clock-tower-dXA0_iWubTM
city-london-w2.jpg,,london;city;uk;finance;skyline;canary,unsplash,Photo by Tadas Petrokas on Unsplash,https://unsplash.com/photos/white-and-black-boat-on-water-near-city-buildings-during-daytime-G7nWQwb6AP4
city-london-w3.jpg,,london;city;uk;finance;skyline;canary,unsplash,Photo by Andres Garcia on Unsplash,https://unsplash.com/photos/aerial-view-of-city-buildings-during-daytime-y_m-ivYJd94
commute-london-u1-2.jpg,,commute;london;uk;travel;work;tube,unsplash,Photo by Kyle Bushnell on Unsplash,https://unsplash.com/photos/a-red-and-white-sign-on-the-side-of-a-building-AUFWB3OC7M8
commute-london-u2-2.jpg,,commute;london;uk;travel;work;tube,unsplash,Photo by Francesca Grima on Unsplash,https://unsplash.com/photos/a-train-car-with-blue-seats-and-red-rails-z_ptFvcN0kU
commute-london-w1.jpg,,commute;london;uk;travel;work;tube,unsplash,Photo by Joël de Vriend on Unsplash,https://unsplash.com/photos/london-underground-train-at-station-platform-qZ6if8WXl7E
commute-london-w2.jpg,,commute;london;uk;travel;work;tube,unsplash,Photo by Felix Hanspach on Unsplash,https://unsplash.com/photos/baker-street-train-station-O-U1OmLT654
commute-london-w3.jpg,,commute;london;uk;travel;work;tube,unsplash,Photo by Belinda Fewings on Unsplash,https://unsplash.com/photos/red-and-white-train-in-train-station-e9dLmkh4Idg
high-street-u2-2.jpg,,uk;highstreet;retail;sme;town;shops,unsplash,Photo by David Walker | Walker Design Co. on Unsplash,https://unsplash.com/photos/a-store-front-with-a-clock-on-the-side-of-it-F-YB-aQJBFg
high-street-w1.jpg,,uk;highstreet;retail;sme;town;shops,unsplash,Photo by Artur Kraft on Unsplash,https://unsplash.com/photos/people-walking-between-concrete-buildings-at-daytime-mZk3lQzf0Xo
high-street-w2.jpg,,uk;highstreet;retail;sme;town;shops,unsplash,Photo by Bernd 📷 Dittrich on Unsplash,https://unsplash.com/photos/a-white-sign-with-a-red-bull-on-it-F2P8Sm9bfUQ
high-street-w3.jpg,,uk;highstreet;retail;sme;town;shops,unsplash,Photo by Cheryl Ng on Unsplash,https://unsplash.com/photos/people-walk-past-a-souvenir-shop-in-brick-lane-hO1yV3kWTe4
server-rack-w1.jpg,,servers;cables;infrastructure;texture;compute,unsplash,Photo by Scott Rodgerson on Unsplash,https://unsplash.com/photos/a-bunch-of-blue-wires-connected-to-each-other-PSpf_XgOM5w
server-rack-w2.jpg,,servers;cables;infrastructure;texture;compute,unsplash,Photo by Kevin Ache on Unsplash,https://unsplash.com/photos/a-rack-of-servers-in-a-server-room-2JJ3wBHu4_0
screen-code-u1.jpg,,screen;code;software;developer;technical,unsplash,Photo by Safar Safarov on Unsplash,https://unsplash.com/photos/computer-monitor-and-laptop-programming-workspace-koOdUvfGr4c
screen-code-u2.jpg,,screen;code;software;developer;technical,unsplash,Photo by Markus Spiske on Unsplash,https://unsplash.com/photos/computer-programming-codes-displayed-on-a-monitor-MgtHZ4zlC1U
screen-code-w1.jpg,,screen;code;software;developer;technical,unsplash,Photo by Ilya Pavlov on Unsplash,https://unsplash.com/photos/monitor-showing-java-programming-OqtafYT5kTw
screen-code-w2.jpg,,screen;code;software;developer;technical,unsplash,Photo by Chris Ried on Unsplash,https://unsplash.com/photos/a-computer-screen-with-a-bunch-of-code-on-it-ieic5Tq8YMk
phone-hand-w1.jpg,,phone;mobile;screen;texture;apps,unsplash,Photo by Gilles Lambert on Unsplash,https://unsplash.com/photos/silhouette-photo-of-person-holding-smartphone-pb_lF8VWaPU
phone-hand-w2.jpg,,phone;mobile;screen;texture;apps,unsplash,Photo by Rodion Kutsaiev on Unsplash,https://unsplash.com/photos/person-holding-smartphone-0VGG7cqTwCo
automation-u1.jpg,,robotics;automation;manufacturing;machine,unsplash,Photo by David Levêque on Unsplash,https://unsplash.com/photos/two-red-power-tools-inside-room-GpNOhig3LSU
automation-u2.jpg,,robotics;automation;manufacturing;machine,unsplash,Photo by Yordan Stoyanov on Unsplash,https://unsplash.com/photos/a-robot-holding-a-video-game-controller-in-its-hands-NqLRRPQAWmw
automation-w1.jpg,,robotics;automation;manufacturing;machine,unsplash,Photo by Homa Appliances on Unsplash,https://unsplash.com/photos/blue-industrial-robot-arm-in-factory-sz1CHL7Pky0
automation-w2.jpg,,robotics;automation;manufacturing;machine,unsplash,Photo by ZHENYU LUO on Unsplash,https://unsplash.com/photos/white-robotic-arm-in-display-showroom-kE0JmtbvXxM
chips-u1.jpg,,chips;semiconductor;hardware;nvidia;compute,unsplash,Photo by alerkiv on Unsplash,https://unsplash.com/photos/close-up-photography-of-green-motherboard--9jmFkN-_U4
chips-u2.jpg,,chips;semiconductor;hardware;nvidia;compute,unsplash,Photo by Anne Nygård on Unsplash,https://unsplash.com/photos/a-close-up-of-a-circuit-board-qrgxqFnCymQ
chips-w1.jpg,,chips;semiconductor;hardware;nvidia;compute,unsplash,Photo by Umberto on Unsplash,https://unsplash.com/photos/blue-circuit-board-jXd2FSvcRr8
chips-w2.jpg,,chips;semiconductor;hardware;nvidia;compute,unsplash,Photo by Vishnu Mohanan on Unsplash,https://unsplash.com/photos/close-up-of-dark-blue-circuit-board-pfR18JNEMv8
thinking-u1.jpg,,thinking;reflection;decision;quiet;alone,unsplash,Photo by Caleb George on Unsplash,https://unsplash.com/photos/shallow-focus-photography-of-woman-facing-door-VL9ugqp_mko
thinking-u2.jpg,,thinking;reflection;decision;quiet;alone,unsplash,Photo by Toa Heftiba on Unsplash,https://unsplash.com/photos/woman-standing-in-front-of-clear-glass-window-VE6m3nZALF4
thinking-w1.jpg,,thinking;reflection;decision;quiet;alone,unsplash,Photo by Kelly Sikkema on Unsplash,https://unsplash.com/photos/a-woman-sitting-on-a-window-sill-LZ03UAy1SMc
thinking-w2.jpg,,thinking;reflection;decision;quiet;alone,unsplash,Photo by Sasha  Freemind on Unsplash,https://unsplash.com/photos/man-standing-in-front-of-the-window-Pv5WeEyxMWU
stress-u1.jpg,,stress;burnout;pressure;overwork;workload,unsplash,Photo by Luis Villasmil on Unsplash,https://unsplash.com/photos/man-covered-in-sticky-notes-at-office-desk-mlVbMbxfWI4
stress-u2.jpg,,stress;burnout;pressure;overwork;workload,unsplash,Photo by LARAM on Unsplash,https://unsplash.com/photos/a-man-sitting-at-a-desk-in-front-of-a-computer-BpTqCNotBLI
stress-w1.jpg,,stress;burnout;pressure;overwork;workload,unsplash,Photo by Tim Gouw on Unsplash,https://unsplash.com/photos/man-wearing-white-top-using-macbook-1K9T5YiZ2WU
stress-w2.jpg,,stress;burnout;pressure;overwork;workload,unsplash,Photo by Elisa Ventur on Unsplash,https://unsplash.com/photos/stressed-woman-with-head-in-hands-at-laptop-yjHh4JpZQT8
team-win-u1-2.jpg,,team;celebration;office;culture;people;win,unsplash,Photo by Ben Iwara on Unsplash,https://unsplash.com/photos/a-group-of-people-holding-hands-Xpi6ZTOz4lw
team-win-u2-2.jpg,,team;celebration;office;culture;people;win,unsplash,Photo by sayan Nath on Unsplash,https://unsplash.com/photos/a-group-of-friends-posing-on-a-hilltop-at-sunset-f5MFL5whKV0
team-win-w1.jpg,,team;celebration;office;culture;people;win,unsplash,Photo by Windows on Unsplash,https://unsplash.com/photos/men-and-women-sitting-and-standing-by-the-table-looking-happy-while-staring-at-laptop-WJPHTJEtgzw
team-win-w2.jpg,,team;celebration;office;culture;people;win,unsplash,Photo by Vitaly Gariev on Unsplash,https://unsplash.com/photos/a-diverse-group-of-colleagues-celebrating-success-in-an-office-Kxo17w7BurY
deal-u1.jpg,,deal;agreement;client;partnership;sales,unsplash,Photo by charlesdeluvio on Unsplash,https://unsplash.com/photos/human-hand-neon-signage-AT5vuPoi8vc
deal-u2.jpg,,deal;agreement;client;partnership;sales,unsplash,Photo by Sincerely Media on Unsplash,https://unsplash.com/photos/person-holding-hands-of-another-person-EtyBBUByPSQ
deal-w1.jpg,,deal;agreement;client;partnership;sales,unsplash,Photo by Radission US on Unsplash,https://unsplash.com/photos/two-people-shaking-hands-in-front-of-a-laptop-_XeQ8XEWb4Q
deal-w2.jpg,,deal;agreement;client;partnership;sales,unsplash,Photo by Cytonn Photography on Unsplash,https://unsplash.com/photos/two-people-shaking-hands-n95VMLxqM2I
time-u1.jpg,,time;deadline;hours;productivity;clock,unsplash,Photo by Jon Tyson on Unsplash,https://unsplash.com/photos/brown-and-white-clocks-FlHdnPO6dlw
time-u2.jpg,,time;deadline;hours;productivity;clock,unsplash,Photo by Akram Huseyn on Unsplash,https://unsplash.com/photos/white-analog-wall-clock-at-11-00-f3nGngsnp3A
time-w1.jpg,,time;deadline;hours;productivity;clock,unsplash,Photo by insung yoon on Unsplash,https://unsplash.com/photos/round-black-and-white-analog-alarm-clock-w2JtIQQXoRU
time-w2.jpg,,time;deadline;hours;productivity;clock,unsplash,Photo by Donald Wu on Unsplash,https://unsplash.com/photos/a-white-wall-with-many-clocks-on-it-mRGtYItJRnA
security-u1.jpg,,security;risk;cyber;data;privacy;policy,unsplash,Photo by Makeen M.Alaa on Unsplash,https://unsplash.com/photos/man-in-hoodie-typing-on-laptop-at-night-sDWFII7EBkU
security-w1.jpg,,security;risk;cyber;data;privacy;policy,unsplash,Photo by Albert Stoynov on Unsplash,https://unsplash.com/photos/a-close-up-of-a-network-with-wires-connected-to-it-dyUp7WPu5q4
security-w2.jpg,,security;risk;cyber;data;privacy;policy,unsplash,Photo by Icons8 Team on Unsplash,https://unsplash.com/photos/woman-using-laptop-and-looking-side-OLzlXZm_mOw
privacy-u1.jpg,,privacy;data;gdpr;compliance;security,unsplash,Photo by Leonie Zettl on Unsplash,https://unsplash.com/photos/red-padlock-on-gray-wire-fence-0vGohk5aw6E
privacy-u2.jpg,,privacy;data;gdpr;compliance;security,unsplash,Photo by Mick Haupt on Unsplash,https://unsplash.com/photos/brass-padlock-on-brown-wooden-door-DcpblPZ6fDA
privacy-w1.jpg,,privacy;data;gdpr;compliance;security,unsplash,Photo by Towfiqu barbhuiya on Unsplash,https://unsplash.com/photos/a-golden-padlock-sitting-on-top-of-a-keyboard-FnA5pAzqhMM
privacy-w2.jpg,,privacy;data;gdpr;compliance;security,unsplash,Photo by FlyD on Unsplash,https://unsplash.com/photos/red-padlock-on-black-computer-keyboard-mT7lXZPjk7U
datacentre-u1.jpg,,datacentre;servers;compute;infrastructure;cloud,unsplash,Photo by Sammyayot254 on Unsplash,https://unsplash.com/photos/man-in-blue-denim-button-up-shirt-standing-beside-white-metal-frame-knUZi7dzb58
